OBJECTID,location_name,elevation,longitude,latitude,geom,element,precip_year,precip_month,time_,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
4792,Alem Tena (Add),1656,38.90783,8.29,point,PRECIP,1998,07,09:00,20.2,0,0,20,0,0,0,20.2,0,3.2,0,0,0,0,0,9.9,36.6,4.5,20.6,4.6,16.4,4.8,14.2,0,0,0,0,0,0,22.8,18.4
4793,Alem Tena (Add),1656,38.90783,8.29,point,PRECIP,1998,08,09:00,14.6,0,0,17.8,0,5.4,35.8,5.4,0,40.2,23.6,17.4,0,0,7.4,0,0,0,0,0,0,0,4.9,14.2,0,0,0,2.4,0,0,1.6
4794,Alem Tena (Add),1656,38.90783,8.29,point,PRECIP,1998,09,09:00,1.6,0,0,14.8,8.4,0.4,0,0,0,3.2,0,0,0,3.2,0,0,0,0,4.2,0,3.8,5.8,0,3.2,3.4,0,0,0,0,0,
4795,Alem Tena (Add),1656,38.90783,8.29,point,PRECIP,1998,10,09:00,0,0,45.6,11.4,0.5,0,0,12.4,12.6,5.4,3.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4796,Alem Tena (Add),1656,38.90783,8.29,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4797,Alem Tena (Add),1656,38.90783,8.29,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,Ambo Agriculture,2068,37.83967,8.984667,point,PRECIP,1998,01,09:00,0,0,44.5,0,0,0,0,0,2.1,2,0,3.9,0,0,1.2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
4799,Ambo Agriculture,2068,37.83967,8.984667,point,PRECIP,1998,02,09:00,0,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,4.5,0,,,
4800,Ambo Agriculture,2068,37.83967,8.984667,point,PRECIP,1998,03,09:00,8,1.1,0,0,0,16.9,1.6,0,0,6.4,0,0,0,0,0,0,0,0.4,1.3,0,3.6,0,1.3,0,0,0,0,0,0,0,0
4801,Ambo Agriculture,2068,37.83967,8.984667,point,PRECIP,1998,04,09:00,0,0,0,0,1.5,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0.8,3,1,0,0,0,11,10.2,
4802,Ambo Agriculture,2068,37.83967,8.984667,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,01,09:00,0,0,11.7,0,0,0,0,0,0,3.3,0,0,0,0,14.7,6.1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,30.3,0
4804,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,02,09:00,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,12.8,0,1.3,0,0,0,0,0,29.5,,,
4805,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,03,09:00,8.1,1.2,14.8,0,3.8,10.9,0.1,0,0,1.8,0,0,0,0,0,0,3.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
4806,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,04,09:00,0,0,0,0,10.8,0,0,0,0,0,0,0,0,1.6,4,4.3,2.9,0,0,2.9,0,0,12.4,9.4,13.9,2.6,0.5,0,0,0,
4807,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,05,09:00,0,40.7,9,5,0,0,0,0,8.9,12.1,0,22.4,0,5,12.4,0,0,0,0,0,4.7,0.5,0,0,0,0,1.2,0,0,6.4,18.5
4808,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,06,09:00,5.8,0,4.7,2.6,0,0,1.5,19.9,0,0.5,2.3,3.1,4.2,4.4,2,0,2.7,0,12.3,2.7,0,15.4,23.8,12.2,18.5,0,2.5,2.2,19,11.6,
4809,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,07,09:00,2.5,0,16.8,0,0.9,14.5,18.4,4.4,0,15.8,37.3,25.5,2.3,6.7,4.7,3.3,4.8,0,1.8,1.6,18.1,4.3,3.3,15.1,12.1,13.7,25.2,14.3,13.5,0.9,14.7
4810,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,08,09:00,43.8,0,21.4,11.4,6.2,11.5,13.8,4.3,10.6,0,3,0,9.6,6.6,1.1,1.2,1.1,1.6,50.5,0,12.9,11.5,19,9.1,0,1.9,27.3,23.5,21.3,1,7.2
4811,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,09,09:00,7.9,13.5,9.1,7.8,21.3,0.5,13.2,5.2,2.1,28.3,3.4,0,10,6.6,0,2.9,8.7,1.9,0,13.1,16.5,3.9,2,12.1,0,5,20.6,0.3,14.9,0,
4812,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,10,09:00,0.2,0,15.3,30.4,5.6,9.2,0,0,14.8,10.4,2.6,0,0,0,0,39.4,3.5,0,0,1.9,0,2.2,4.3,21.2,0,0,0,0,0,0,0
4813,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0.8,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4814,Ameya Gindo,1999,37.754444,8.592222,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4815,Asgori,2072,38.3342,8.79,point,PRECIP,1998,01,09:00,0,0,20.1,0,0,0,0,0,14.5,0,24.2,9.9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4816,Asgori,2072,38.3342,8.79,point,PRECIP,1998,02,09:00,4.3,0,0,0,0,0,0,0,0,0,0,20.9,0,0,0,0,18.1,0,14.8,0,0,0,0,0,0,0,0,12.3,,,
4817,Asgori,2072,38.3342,8.79,point,PRECIP,1998,03,09:00,8.1,2.2,0,12.6,0,2.7,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,Asgori,2072,38.3342,8.79,point,PRECIP,1998,04,09:00,0,0,0,0,2.8,0,0,0,0,0,0,0,9.5,0,0,0,3.8,0,6.2,4.8,0,0,6,23.3,24.4,0,0,0,0,0,
4819,Asgori,2072,38.3342,8.79,point,PRECIP,1998,05,09:00,0,24.9,9.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,14.1
4820,Asgori,2072,38.3342,8.79,point,PRECIP,1998,06,09:00,0.6,0,2.2,2.3,0,1.6,0,0,0,0,5.9,0,2.5,0,5.7,0,7,32.5,26.3,0,16.1,1.3,12.8,15.2,4.3,4.4,0,7.8,1.6,16.4,
4821,Asgori,2072,38.3342,8.79,point,PRECIP,1998,07,09:00,0,0,34.7,0,0,12.4,0.8,0,0,0,35.6,36.8,0,4.8,2.5,22.9,4.7,1.6,14.5,1.6,36.9,2.5,0,1.4,3.2,14.6,4.6,0,19.9,42.9,16.5
4822,Asgori,2072,38.3342,8.79,point,PRECIP,1998,08,09:00,31.1,2.5,0.7,1.3,2.6,16.4,21.2,2.7,45.1,5.8,0.7,1.3,2.6,16.1,1.5,14.3,8.6,13.9,12.5,7.1,0,0.7,0.6,19.4,3.5,14.1,1.4,2.6,13,49.3,0
4823,Asgori,2072,38.3342,8.79,point,PRECIP,1998,09,09:00,3.2,8.6,1.3,11.1,6.5,2.5,8.6,0,0,3.7,1.1,2.1,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,
4824,Asgori,2072,38.3342,8.79,point,PRECIP,1998,10,09:00,0,0,0,15.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4825,Asgori,2072,38.3342,8.79,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4826,Asgori,2072,38.3342,8.79,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4827,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,0,0,0,13.6
4828,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,02,09:00,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4829,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,03,09:00,2.1,8.3,0,27,0,10,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4830,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,04,09:00,0,0,0,0,0,0,0,0,14.8,0,0,0,7,0,19.3,0,0,0,0,0,26.3,40.9,39.3,13,51,0,15.7,0,0,0,
4831,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,05,09:00,0,0,0,0,0,0,0,0,0,27.3,0,0,0,0,0,0,13,29,0,0,0,13,0,0,0,0,0,14.5,0,20,10.2
4832,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,06,09:00,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,22.3,0,0,0,0,7.8,4,8.6,34.7,0,0,23,17.8,0,0,0,
4833,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,07,09:00,34.5,21.4,16,0,0,20,0,30,12,10,9.5,18,40,0,10,20,17.4,0,37.2,8.9,0,12,7,10.8,7.6,0,7.9,31.7,10.5,31,7.2
4834,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,08,09:00,20.5,10.7,10.5,17.7,9.6,14.7,22.5,41.5,8.9,15,10.7,35,10.5,15.5,18.3,6,14.8,13,20.5,0,15.3,7,39.4,0,24.2,0,8.6,0,0,16.6,6.4
4835,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,09,09:00,0,0,0,33.4,0,0,7.4,0,0,0,0,8.6,0,0,0,0,0,0,6.4,2,18,0,0,12,0,0,0,0,0,0,
4836,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,10,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4837,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4838,Bantuliben,2167,38.357,8.6185,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4839,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,01,09:00,0,0,0,0,0,0,0,0,5.1,16.1,8.6,5.7,13,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4840,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,02,09:00,0,0,0,0,0,0,0,0,1.2,2,0,2.1,0,0,33.8,25.3,68,0,0,0,0,0,0,0,0,0,0,0,,,
4841,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,03,09:00,0,0,0,0,45.4,5.6,0,0,15.6,4.3,0,0,2.6,0,0,0,0,0,0,0,0,10.9,4.5,0,0,0,0,0,0,0,0
4842,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,04,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.3,0,0,24.8,14.3,5.2,0,0,0,0,0,0,
4843,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,05,09:00,0,0,0,0,0.4,0,0,0,0,0,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
4844,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,06,09:00,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,9.5,4,4,1.6,,,,,,
4845,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,07,09:00,0,2.2,0,1.4,37.5,0,0,0,68.5,0,19,4,0,0,0,9.7,11.8,0,17.8,6.9,5.5,0,17.5,3.7,5.6,0,3.3,0,12.1,0,10
4846,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,08,09:00,35.1,0,12.9,2.3,0,5.9,10,7.9,0,1.8,6,22.7,0,10.8,0,37.2,4.2,0,22,0,0,0,0,14.3,10.6,0,0,0,0,0,0
4847,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,09,09:00,0,10.5,0,0,4.6,12.6,6.3,2.5,4.5,0,9.5,0,0,8.5,9.4,0,0,8.5,0,0,0,0,15.2,7.6,0,2.6,1.2,0,0,0,
4848,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,10,09:00,0,0,0,2,25.5,20.8,8,3.2,0,2.4,36.6,27.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4849,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4850,Bologiorgis,1963,39.3585,8.836,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4851,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,01,09:00,0,0,9.8,0,0,0,0,0,0,6.9,7.8,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4852,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,02,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,3.6,0,0,0,0,0,0,0,,,
4853,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,03,09:00,0,4.5,9.8,0,9.7,1.8,0.4,9.9,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4854,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,04,09:00,0,0,0,0,0,0,0,0,0,6.4,0.5,0,0,8.6,0,4.8,0,0,0,0,0,0,9.8,0,0,5.3,0,0,0,0,
4855,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,05,09:00,0,0,9.9,9.8,0,0,0,0,0,0,0,26.5,0,0.3,0,0,0,0,0,0,8.6,5.4,0,0,0,2.8,0,0,0,0,0
4856,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,06,09:00,6.8,0,0,0,0,0,0,0,0,0,0,9.8,2.6,5.3,4.8,0,0,3.7,2.6,0,0,0,9.8,6.9,9.8,7.5,9.4,8.9,6.9,4.6,
4857,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,07,09:00,0,3.5,0,0,0,5.4,0,7.2,9.8,6.9,5.8,3.6,8.7,9.6,8.5,7.9,4.8,6.9,7.8,0,3.6,5.9,0,0,0,8.9,9.7,7.9,5.8,9.7,6.9
4858,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,08,09:00,9.3,8.7,6.9,9.8,5.3,2.8,8.6,3.8,6.9,2.5,9.7,5.8,9.6,4.8,3.6,8.9,2.5,3,0,1.9,5.8,2.6,7.4,9.7,0,4.6,0,8.9,0,5.3,8.6
4859,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,09,09:00,8.6,5.9,0,5.8,9.3,4.6,9.8,6.4,8.7,3.6,9.9,0,0.8,5.9,0,2.6,7.8,0,0,0,3.6,9.8,0,5.3,0,2.4,0,0,8.6,0,
4860,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,10,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4862,Boneya,2251,38.64167,8.7845,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,01,09:00,0,4,23,40.2,0,0,0,0,0,2,40.5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,02,09:00,0,0,3,0,0,0,0,0,0,2,0,0,2,1,4,25.2,5.1,1,30.2,0,0,0,0,0,0,0,30.2,4,,,
4865,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,03,09:00,10,40.1,8.2,30,60,25.4,15,20.1,0,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
4866,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,04,09:00,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1.2,2.1,2,0,38,4.1,0,29.2,3.1,25.2,0,0,0,2,0,
4867,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,05,09:00,0,59,5.5,10,0,0,0,0,7.2,0,10,27.1,1,9.6,8.7,4,0,0,29,15.5,6,4.1,0,0,0,0,0,0,0,0,4
4868,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,06,09:00,0,0,6,5.8,0,0,0,6,0,0,0,4.2,0,5.1,6,1.5,0,0,0,0,0,6,3,5.5,0,4.1,3,20.3,12.7,5.5,
4869,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,07,09:00,4.1,6,10.1,0,0,0,10.2,23,0,25.1,5,0,8.1,0,0,15.2,10,6.2,4,5.1,3,4.1,1,0,0,0,15.1,10,2,12.2,14.5
4870,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,08,09:00,10,0,39.1,10.2,6.2,0,5,0,8.3,16.1,10,5.2,9.1,0,0,0,4.2,10,0,0,0,4.2,20.1,24.2,19.2,0,10.2,8,4.1,0,0
4871,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,09,09:00,5.1,0,4,0,8.2,15,3.1,2,4.1,0,10.2,5,10.5,2.1,0,0,0,10.2,0,3.1,0,0,7.5,12.1,5.2,0,6.1,7.2,0,0,
4872,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,10,09:00,5.1,10,0,4.3,6,0,12.1,4.3,8.1,6,4.1,7.2,0,0,0,0,0,0,4.1,2,0,0,0,0,0,0,0,0,0,0,0
4873,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4874,Butajra Police Station,2000,38.366667,8.15,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,01,09:00,0,0,0,0,0,0,0,0,0,17.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,02,09:00,0,0.3,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,31.6,0,13,0,0,0,0,0,0,0,0,0,,,
4877,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,03,09:00,0,0,45.3,0,0,0,0,0,1,1.1,0.1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,04,09:00,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0.1,0,14.1,0,0,14.1,0,8.3,0,0,0.9,0,0,
4879,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,05,09:00,0,0,0,0.2,7.3,1.3,0,0,0,0,0,0,0,10,0,5.3,0,0,0,0,0,2.2,1,0,0,0,0,0,0,0,0
4880,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,06,09:00,4.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.1,2.3,2.2,8.8,28.9,5.5,8.1,0,4,17.1,
4881,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,07,09:00,3.4,3.2,0.7,5.2,10.4,1.4,0,3.2,16.4,1.4,42.5,10.3,2.1,0,2.1,22.4,12.1,12,7,6.4,0.7,4.4,4.6,4.2,4.2,5.2,3.2,0.3,0.6,10.3,17.6
4882,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,08,09:00,41.6,0.1,7.4,2,11,14,9.4,11.8,11.5,10,0.6,3,4.6,10.3,3.3,15.7,33.3,5.3,0.5,0.1,1.2,0,7.7,17.3,0,1.5,30.5,0.3,4.1,4.5,0
4883,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,09,09:00,2.2,6.4,5,1,8.7,0.8,0.3,7,3.4,10,25.4,0,0,7.2,0.5,0,2.1,0.1,0,0,9.3,2,0.4,2.4,2.3,0,0,0,0,0,
4884,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,10,09:00,0,0,1.2,0.2,0.1,10.3,0,0,0,0,15.1,4.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4885,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4886,Chefedonsa,2392,39.1232,8.97,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887,Chitu,2150,37.92,8.5,point,PRECIP,1998,01,09:00,0,0,14.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888,Chitu,2150,37.92,8.5,point,PRECIP,1998,02,09:00,0,0,3.3,2.1,0,0,0,0,0,0,0,0,0,0,0,2.7,1.3,0,0,0,0,0,0,0,0,0,0,0,,,
4889,Chitu,2150,37.92,8.5,point,PRECIP,1998,03,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.2,0.7,7.6,11.2,0.9,0,0,0,3.4,6.2,0.6,0,0,0,0,1.6,0
4890,Chitu,2150,37.92,8.5,point,PRECIP,1998,04,09:00,7.6,13.8,22.1,4.2,0,0,1.9,0.6,0,0,0,0,3.7,3.1,31.6,2.9,0,0,0,1.2,0,0,12.2,42.8,6.5,0,0,0,0,0,
4891,Chitu,2150,37.92,8.5,point,PRECIP,1998,05,09:00,0,6.1,7.2,4.1,36.3,2.1,0,0,0,8.4,7.9,34.1,5.2,0.7,0,0,0,11.6,7.4,2.3,17.6,15.3,0.7,6.2,5.8,5.2,0,0,3.6,1.7,0.9
4892,Chitu,2150,37.92,8.5,point,PRECIP,1998,06,09:00,0,0,0,0,0,0,1.7,5.4,0,0,16.2,31.9,22.1,7.4,1.6,33.7,11.6,9.8,7.9,12.2,19.1,0.6,0,0,15.4,8.9,10.9,2.5,3.2,17.6,
4893,Chitu,2150,37.92,8.5,point,PRECIP,1998,07,09:00,22.2,9.4,36.9,11.3,8.7,8.1,12.9,42.5,39.1,12.2,19.2,10.1,33.4,46.8,41.2,29.3,11.9,3.8,3.4,9.8,7.2,31.3,10.2,20.9,43.7,6.9,9.1,18.7,28.1,39.4,13.2
4894,Chitu,2150,37.92,8.5,point,PRECIP,1998,08,09:00,14.2,2.5,5.3,4.1,25.6,13.6,18.8,36.6,31.2,7.1,8.9,14.9,42.1,9.8,17.1,11.3,10.9,3.2,1.9,49.8,15.8,8.7,27.4,14.8,29.7,22.5,42.4,48.1,11.1,7.6,3.4
4895,Chitu,2150,37.92,8.5,point,PRECIP,1998,09,09:00,47.1,32.6,11.9,26.3,29.1,3.4,7.3,8.1,12.8,15.3,0.9,0.7,10.2,15.3,19.1,7.9,0.3,13.1,38.2,6.4,8.9,3.7,4.8,8.9,0.6,0,0,1.9,1.1,9.2,
4896,Chitu,2150,37.92,8.5,point,PRECIP,1998,10,09:00,5.3,1.6,8.1,0.9,0.2,0,0,0,0,0,0,0.8,1.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4897,Chitu,2150,37.92,8.5,point,PRECIP,1998,11,09:00,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4898,Chitu,2150,37.92,8.5,point,PRECIP,1998,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4899,Darian,2604,37.892,8.69167,point,PRECIP,1998,01,09:00,0,15.6,21.1,0,0,0,0,0,16,21.3,11.2,3.4,0,1.4,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3
4900,Darian,2604,37.892,8.69167,point,PRECIP,1998,02,09:00,4,16.6,21.2,0,0,0,0,0,0,0,0,1.6,0,0,0,0.8,6.9,0,0,0,0,0,0,0,0,6,18.6,0,,,
4901,Darian,2604,37.892,8.69167,point,PRECIP,1998,03,09:00,3.6,14.5,12.1,4.7,18,3.2,0,0,0,0,0,0,0,0,3.4,0,0,8.2,6.1,10.5,0,0,0,0,0,0,0,0,0,0,0
4902,Darian,2604,37.892,8.69167,point,PRECIP,1998,04,09:00,0,1.5,0,0,2.3,6.1,0,0,0,0,2,4.1,0,0,0,0,3.3,13.4,6.3,0,19.4,22,6.1,0,0,0,0,0,7.4,12.1,
4903,Darian,2604,37.892,8.69167,point,PRECIP,1998,05,09:00,4.6,0,0,0,0,0,0,6.2,15.4,3.3,0,7.1,26.3,8,0,0,6.7,3,5.2,0,0,0,0,0,0,7.6,2.1,13.2,17.6,8.3,4
4904,Darian,2604,37.892,8.69167,point,PRECIP,1998,06,09:00,12.6,3.1,0,6.2,0,2.3,6.2,0,3.4,5.1,0,8.3,12,1.5,8,0,13.1,29.6,21.1,26.3,18,7.4,13.3,4.5,3.2,9.2,16.3,8.4,10.3,6.4,
4905,Darian,2604,37.892,8.69167,point,PRECIP,1998,07,09:00,11.6,0,7.2,12.6,4.3,7.4,5.2,12.3,15.7,10,4.3,0,6.1,12,2.3,9.4,5,8.1,2.2,9.3,12.2,18.6,9.4,3.5,5.1,11,6.2,23.5,26.3,20.3,6.1
4906,Darian,2604,37.892,8.69167,point,PRECIP,1998,08,09:00,19.4,10.1,12.3,15.4,6.1,13,3.4,15.3,4.2,18.6,0,3.1,7,14.3,0,9.2,31.4,6.1,3.2,18,0,6.2,19.3,11.2,14,8.1,13.4,8.2,10.4,5.4,3.3
4907,Darian,2604,37.892,8.69167,point,PRECIP,1998,09,09:00,10,4.1,12,3.2,9.3,0,0,4.2,7,0,0,0,0,0,0,0,0,4.2,6.1,0,0,0,0,7.2,2.3,0,0,0,3.4,0,
4908,Darian,2604,37.892,8.69167,point,PRECIP,1998,10,09:00,5.1,12.3,8.2,8.5,0,0,10.1,3,6.2,2.1,0,0,0,0,0,3.2,0,1.3,9.1,3,0,0,0,0,0,0,3.2,1.4,0,0,0
